,raw,processed,label,Predict
8784,"Kesian asli, kaya serbasalah hidup. Keluar rumah, bimbang kena virus, gak keluar bingung kebutuhan.. Blum lagi akhir bulan tagihan muncul. Meledak kepala. Corona ga kena, depresi yang ada. 
Kalo mau PPKM darurat, ya harusnya pemerintah harus bisa jamin kebutuhan masyarakat.",kasihan asli kayak serbasalah hidup keluar rumah bimbang kena virus enggak keluar bingung kebutuhan belum lagi akhir bulan tagihan muncul meledak kepala corona tidak kena depresi yang ada jika mau ppkm darurat iya harusnya pemerintah harus bisa jamin kebutuhan masyarakat,0,0
6739,"@kepanjen_kita soal e PPKM pun yo gak efektif nder. geje, berubah². kebijakan e gajelas, gaonok solusi, mek disekat, diikat, dipaksa, digusur, dibubar²no, tapi gaonok solusi sing tepat. wong² yowes mulai sebel, kesel, jengkel.",soal ppkm pun iya enggak efektif brother tidak jelas berubah kebijakan enggak jelas gaonok solusi mek disekat diikat dipaksa digusur dibubar no tapi gaonok solusi sing tepat wong ya sudah mulai sebel kesal jengkel,0,0
5648,@TofaTofa_id Tinggal kan ppkm juga kelar🤭,tinggal kan ppkm juga kelar,1,1
9141,"Day-7 PPKM :
Mimpi dia lagi main kerumah :)",hari ppkm mimpi dia lagi main kerumah,1,1
9668,@BetaEpsilonPhi Di sekitar sini pun masih banyak yang ibadah berjamaah bahkan di tengah PPKM,di sekitar sini pun masih banyak yang ibadah berjamaah bahkan di tengah ppkm,0,0
4398,@njusJR Buat kasih ke orang dimasa PPKM gini bang,buat kasih ke orang dimasa ppkm begini mas,1,1
1817,"@IvoneHall Mas anang lg galau bebs krn ppkm diperpanjang 😆😆😆😆🤭🙈 panjang x lebar x tinggi : nam rebu ketemu beratnya bebs 😂😂😂😂,",mas anang lagi galau bebs karena ppkm diperpanjang panjang lebar tinggi nam rebu ketemu beratnya bebs,1,0
1575,"Lucu bin lucu bin ndagel Contoh nyata bhw jokowi hnya pasif.
Gk punya prakarsa apa2 ttng PPKM dia bergantung pd kebijakan bawahannya. https://t.co/77P8H7in4y",lucu bin lucu bin ndagel contoh nyata bahwa jokowi hanya pasif gak punya prakarsa apa tentang ppkm dia bergantung pada kebijakan bawahannya,0,0
7282,Udahan napa ppkm nyaa.  Gue pengen hidup tanpa maskerr. Soalnya sayang makeup hahaha,udahan kenapa ppkm nya aku mau hidup tanpa maskerr soalnya sayang makeup hahaha,1,1
8876,@na_dirs Gak aneh Gus. Biarin aja. Bikin stres aja liatnya mana lagi ppkm gini.,enggak aneh gus biarkan saja buat stres saja lihatnya mana lagi ppkm begini,0,0
1339,"Terkait pilihan politik bung @adearmando1 saya respect

Terkait statement dia soal ppkm good. Perjuangan kalangan bawah

Tapi beliau lupa, harusnya ketika ppkm, pemerintah hadir dalam bansos

Dan pak LBP sudah mengatakan hal ini berkali2 (soal bansos, dan kompensasi)",terkait pilihan politik bung saya respect terkait statement dia soal ppkm good perjuangan kalangan bawah tapi beliau lupa harusnya ketika ppkm pemerintah hadir dalam bansos dan pak lbp sudah mengatakan hal ini berkali soal bansos dan kompensasi,0,0
3320,"Lakukan.... Ntar gada yg mo Beteman....
.
WHO Desak RI Terapkan Pembatasan Ketat usai PPKM Dilonggarkan https://t.co/etl0OHRnCY",lakukan nanti tidak ada yang mau beteman who desak ri terapkan pembatasan ketat usai ppkm dilonggarkan,2,1
5639,@ikhwalyakub @radenrauf Udh bilang tapi masih aja ppkm diperpanjang,udah bilang tapi masih saja ppkm diperpanjang,1,0
1263,kecepit bgt hr ni brngkt kerja.. btw PPKM jd na d perpanjang apa sampek tgl 20?,kecepit banget hari ini berangkat kerja ngomong-ngomong ppkm jadi nya perpanjang apa sampai tanggal,1,1
1123,"@bukalapak Pagi sebelum sarapan bikin kopi, jangan lupa buatin untuk Bapak.
PPKM selalu happy karena bisa belanja sepuasnya di bukalapak
#PilihanJagoan https://t.co/XEyKBOQSTm",pagi sebelum sarapan buat kopi jangan lupa buatkan untuk bapak ppkm selalu bahagia karena bisa belanja sepuasnya di bukalapak,2,2
4475,@__imsournoelle yaampun ku kira nyate sama keluarga 😭 sabar yaa bntr lagi selesai ppkm nya😢,yaampun ku kira nyate sama keluarga sabar ya bentar lagi selesai ppkm nya,1,1
346,"udah banyak rencana main, ee ppkm",sudah banyak rencana main ee ppkm,0,1
623,@PanggilajaOscar @Arbn_Nathan @uusbiasaaja Bukannya itu intinya ppkm dan psbb kemaren? Biar bisa sosoan kaya lockdown tapi nggausah repot ngasih makan rakyat? Biar ya tau sendiri lah,bukannya itu intinya ppkm dan psbb kemarin supaya bisa sosoan kayak lockdown tapi nggausah repot memberikan makan rakyat supaya iya tahu sendiri lah,0,0
6147,@fiiduciary di luar ppkm mbak,di luar ppkm mbak,1,1
3905,"Simple yuuu jalani prokes
Sukseskan vaksin &amp; ikuti PPKM level 4

#Bersama Dukung Jokowi",simple yuk jalani prokes sukseskan vaksin amp ikuti ppkm level dukung jokowi,2,2
637,"Ppkm ngapain ada pencegatan si, aku gabakal kemana² klo sama kamu🐊",ppkm sedang apa ada pencegatan sih saya enggak bakal kemana kalau sama kamu,1,1
8683,PPKM = CARA MEREDAM PARA JAMAH HAJI YG GAGAL BERANGKAT,ppkm cara meredam para jamah haji yang gagal berangkat,0,0
3651,"Perpanjang dikit dikit,biar masyarakat punya pemikiran sebentar lagi ppkm selesai.
#SebenarnyaJokowiSudahHabis",perpanjang dikit dikit supaya masyarakat punya pemikiran sebentar lagi ppkm selesai,1,1
457,"@Kimberley20101 PPKM
Pemerintah Pancen Kelakuan Maling",ppkm pemerintah pancen kelakuan maling,0,0
2807,"Ada wacana PPKM bakal sampe enam minggu...

Kalo yang nyuruh PPKM tu gak bisa kasi makan orang-orang kecil selama enam minggu, suru kasimati aja yang nyuruh itu... 

Sudah gila kah?",ada wacana ppkm bakal sampai enam minggu jika yang nyuruh ppkm itu enggak bisa kasih makan orang orang kecil selama enam minggu suruh kasimati saja yang nyuruh itu sudah gila kah,0,0
6932,"@detikcom lo mah enak ppkm ge gaji masih gede tidur masih nyaman kendaraan masih oke
lha gue ppkm terus lembur aja di bayar separo doang
kerjanya mah iya di berangkat di per pagi
jancuk",kamu mah enak ppkm ge gaji masih gede tidur masih nyaman kendaraan masih oke lah aku ppkm terus lembur saja di bayar separo doang kerjanya mah iya di berangkat di per pagi anjing,0,0
5912,@mas_all201 Mimpi ppkm dicabut,mimpi ppkm dicabut,1,1
2542,"@schfess Offline bagus, bsk senin aku udah mulai les ehh diundur habis idul adha karena ppkm nder😭😵😵😔",oflen bagus besok senin saya sudah mulai les eh diundur habis idul adha karena ppkm brother,0,1
590,Dan Ini dilakukannya semenjak diberlakukannya PPKM Darurat ya,dan ini dilakukannya semenjak diberlakukannya ppkm darurat iya,1,1
8108,"Panjangin lagi dah PPKM nya. Lama2 list undangan saya tinggal penghulu, pengantin, orang tua, saksi. Tapi venue nya di ka'bah.",panjangin lagi sudah ppkm nya lama list undangan saya tinggal penghulu pengantin orang tua saksi tapi venue nya di kakak bah,1,1
5467,"Semoga jelang pengumuman keputusan periode PPKM hari ini kesehatan Tol JORR Selatan sudah membaik @hk_jorrs #Hensat 

https://t.co/wm6eFLIgk2",semoga jelang pengumuman keputusan periode ppkm hari ini kesehatan tol jorr selatan sudah membaik,1,2
4350,"@democrazymedia @Syifazzzzzzz Gmn Bisa gembira,main gak bisa,,yg mo dimakan susah akibat PPKM",gimana bisa gembira main enggak bisa yang mau dimakan susah akibat ppkm,0,0
4071,@jwoodallas emg boleh gitu ke solo kalo ppkm?,memang boleh begitu ke solo jika ppkm,1,1
647,Bikin gerakan langgar PPKM darurat aja pak... Sekalian https://t.co/afs3CnIpjM,buat gerakan langgar ppkm darurat saja pak sekalian,0,0
3785,PPKM asline ki Pak Presiden Kapan Mundur Hehe,ppkm asline ki pak presiden kapan mundur he,0,0
9295,"@kyohamaru Knp lebih boros ya, padahal selama ppkm ini ga kmn2, nge gopud jg baru 2x 🥲 tp kok boros bgt ya wkwkwkk",kenapa lebih boros iya padahal selama ppkm ini tidak kemana nge gopud juga baru tapi kok boros banget iya wkwkwkk,0,0
5688,stok ppkm diperpanjang udah mau satu bulan nyosis terus wkwk https://t.co/Q3etApFBpC,stok ppkm diperpanjang sudah mau satu bulan nyosis terus wkwk,1,1
4750,"@traveloka Udah LDR, dianya di ponpes, PPkm lagi.",sudah hubungan jarak jauh dianya di pondok pesantren ppkm lagi,0,1
3971,nie ppkm sampe kapan? 😔,ini ppkm sampai kapan,1,1
8868,@adolphmatherss rekomendasi anime seru selama ppkm?,rekomendasi anime seru selama ppkm,1,1
5515,PPKM kek cuman akal2an tok. Sekalian perpannjang 1 tahun kek biar mati sekalian.. tanggung 😑. Kek diberiharapan yang tak pasti https://t.co/Pk4m8Be3vv,ppkm kayak hanya akal an tok sekalian perpannjang tahun kayak supaya mati sekalian tanggung kayak diberiharapan yang tidak pasti,0,0
4332,@billydmwly ohh yang itu yg ppkm,oh yang itu yang ppkm,1,1
576,menu ppkm hari ke 4 😜 https://t.co/AypMCAhF6q,menu ppkm hari ke,1,1
321,@DPR_RI @FPKSDPRRI dan selalu rakyat yg disalahkan khususnya ummat mayoritas ini. Lihat di jateng warung dihancurkan polpp krn melanggat ppkm? Sementara kewajiban ngera memberi mkn warga negara hingga hewan ternak tidak dipenuhi!! Maunmkn apa rakyat? Byr listrik? Rumah? https://t.co/3w7lW4gQxL,dan selalu rakyat yang disalahkan khususnya ummat mayoritas ini lihat di jateng warung dihancurkan polpp karena melanggat ppkm sementara kewajiban ngera memberi makin warga negara hingga hewan ternak tidak dipenuhi maunmkn apa rakyat bayar listrik rumah,0,0
2483,@Mr_Khepo Hiburan d kala ppkm 😂,hiburan kala ppkm,2,1
1543,Sedih lebaran kali ini gak bisa gabung sama keluarga alif karena ppkm 🥺,sedih lebaran kali ini enggak bisa gabung sama keluarga alif karena ppkm,0,0
4226,@mantennyajin padahal ga ppkm tapi ga tau juga sih,padahal tidak ppkm tapi tidak tahu juga sih,1,1
5404,agak kesel ya di phpin ppkm dikit2 mau selesai diperpanjang sekalian ae loh ppkm jangka 6bulan/1thn wkakaka biar sekaligus aku bertahan didunia kebabuan dirumah🙂,agak kesal iya di phpin ppkm dikit mau selesai diperpanjang sekalian saja loh ppkm jangka bulan tahun wkakaka supaya sekaligus saya bertahan didunia kebabuan dirumah,0,0
3952,@halloinirinkaa gimana mau ketemu kalo masi ppkm,bagaimana mau ketemu jika masih ppkm,0,1
3045,ini karna ppkm kah makanya ga gerakgerak:( https://t.co/9YwQKwlVH8,ini karena ppkm kah makanya tidak gerakgerak,0,1
3879,lo udah tau ini lagi ppkm. lo udah tau kasusnya juga naik turun. lo msh bilang cerobooohhhh?????? ceroboh yang disengaja? https://t.co/QsO4h990A3,kamu sudah tahu ini lagi ppkm kamu sudah tahu kasusnya juga naik turun kamu masih bilang ceroboh ceroboh yang disengaja,0,0
2486,@medcom_id Selamat atas inovasi baru seletah adanyh ppkm tukang tambal ban jd bisa online jd udh kaya dukun cuma di bacain mantra jarak jauh kelar bocor nyh..,selamat atas inovasi baru seletah adanyh ppkm tukang tambal ban jadi bisa onlen jadi udah kayak dukun cuma di bacain mantra jarak jauh kelar bocor nyh,0,2
5573,Ppkm diperpanjang 😷🙄🙄,ppkm diperpanjang,1,1
8831,"#TolongPatuhiAturanPPKM
Tuips, yuk kita patuhi aturan PPKM Darurat agar kita semua terlindung dari Virus KOVID-19. Langkah kecil yg kita lakukn akn berarti besar krn ikut andil dlm menghambat penyebaran virus. Kalau kita selalu disiplin pasti resiko tertular juga semakin kecil. https://t.co/PUHtTtU9HZ",tuips yuk kita patuhi aturan ppkm darurat agar kita semua terlindung dari virus kovid langkah kecil yang kita lakukn akan berarti besar karena ikut andil dalam menghambat penyebaran virus kalau kita selalu disiplin pasti resiko tertular juga semakin kecil,2,2
1732,@txtdrbekasi Gmna ni pak? Jd ppkm gabole buka sama sekali? @mas_triadhianto,gimana ini pak jadi ppkm gabole buka sama sekali,1,0
2970,Ibadah bisa dilakukan dirumah. PPKM Rakyat sehat https://t.co/ZmLTcO5ZJM,ibadah bisa dilakukan dirumah ppkm rakyat sehat,2,2
4423,@radenrauf Tadi nya bulan2 skrng mau nikah tpi karna ppkm jdi di undur dlu 😔,tadi nya bulan sekarang mau nikah tapi karena ppkm jadi di undur dulu,0,1
8123,PPKM DIPERPANJANG KWWKKWKKWKWKWKWKWKKW,ppkm diperpanjang kwwkkwkkwkwkwkwkwkkw,1,1
3520,Keputusan Pemerintah Melanjutkan PPKM Sampai 25 Juli 2021 Sudah Tepat Guna Mencegah Pandemi Covid-19 di Indonesia https://t.co/tNZboidgIQ,keputusan pemerintah melanjutkan ppkm sampai juli sudah tepat guna mencegah pandemi covid di indonesia,2,2
6773,@Nauval_jangkung Wkwkwkwk 🤭 itu ppkm atau cewe? apa apa diperpanjang,wkwkwkwk itu ppkm atau cewek apa apa diperpanjang,1,1
794,"1. Junior: Bang, kalau di perusahaan karyawan ditanya kenapa tetap masuk kantor walaupun PPKM darurat, apa alasannya bang?

Senior: karena diperintah masuk oleh perusahaan.

Junior:  kalau pengacara tetap bersidang ke pengadilan di masa PPKM Darurat, apa alasannya bang?",junior mas kalau di perusahaan karyawan ditanya kenapa tetap masuk kantor walaupun ppkm darurat apa alasannya mas senior karena diperintah masuk oleh perusahaan junior kalau pengacara tetap bersidang ke pengadilan di masa ppkm darurat apa alasannya mas,1,1
9179,"@DraftAnakUnpad Gua jg ngidam bgt ksana, tp nunggu ppkm beres",aku juga mengidam banget ksana tapi menunggu ppkm beres,1,1
5603,ppkm diperpanjang lagi ya,ppkm diperpanjang lagi iya,1,1
3032,"entah kenapa momen PPKM ini jadi ajang buat satpol pp menunjukan ajang kekuasaannya, mungkin bukan satpol pp aja, yang berseragam lain yg kalo tugas harus didokumentasikan 🤷‍♀️ https://t.co/39b0zRt8al",tidak tahu kenapa momen ppkm ini jadi ajang buat satpol pulang pergi menunjukan ajang kekuasaannya mungkin bukan satpol pulang pergi saja yang berseragam lain yang jika tugas harus didokumentasikan,0,0
6014,Pemerintah pusat akhirnya kembali memperpanjang PPKM level 3-4 hingga 9 Agustus 2021 mendatang loh!,pemerintah pusat akhirnya kembali memperpanjang ppkm level hingga agustus mendatang loh,1,1
4321,"PPKM terbukti menekan angka Covid yg signifikan. Mari tetap patuhi PPKM yg telah di perpanjangan hingga 2 Agustus nanti, Semoga Indonesia kita lekas pulih seperti sediakala. 

#RedamPandemiJagaNKRI https://t.co/dXfwoEHKoY",ppkm terbukti menekan angka covid yang signifikan mari tetap patuhi ppkm yang telah di perpanjangan hingga agustus nanti semoga indonesia kita lekas pulih seperti sediakala,2,2
3194,Udah ngeprint bab 2&amp;3 eh ppkm. Disuruh kirim email jak. Sia2 kan kertas,sudah ngeprint bab amp eh ppkm disuruh kirim email jak sia kan kertas,0,0
1805,"@KompasTV gpp belakangnye sama sama at

ppkm darurAT
level empAT

hehehe",tidak apa-apa belakangnye sama sama at ppkm darurat level empat hehehe,1,1
2013,"Lagi PPKM banyak yg bentrok, siapa nih yg nyuruh?",lagi ppkm banyak yang bentrok siapa ini yang nyuruh,0,0
367,"@ovyic @DivHumas_Polri Bikin konten pasti dgn sgt sadar,dan niat tentunya.
Konten ini gak bisa d buat candaan tanpa sadar.
Sifatnya menghasut utk berbuat melanggar ppkm darurat lewat konten.
Sgt berbahaya...
Bocah edaan itu.!!!",buat konten pasti dengan sangat sadar dan niat tentunya konten ini enggak bisa buat candaan tanpa sadar sifatnya menghasut untuk berbuat melanggar ppkm darurat lewat konten sangat berbahaya bocah edaan itu,0,0
8892,PPKM day-15 dingin banget 🥶,ppkm hari dingin banget,1,1
1458,@massstara Masih PPKM sayank 🧐,masih ppkm sayank,1,1
1076,"gue ga peduli sama kalian, tpi bawa-bawa ppkm kata gue emng sinting banget si. ya dipikir aja berapa banyak lgi orang yg ga makan krn ppkm sialan ini😶",aku tidak peduli sama kalian tapi bawa bawa ppkm kata aku memang sinting banget sih iya dipikir saja berapa banyak lagi orang yang tidak makan karena ppkm sialan ini,0,0
4362,"@bertanyarl 1. Takutnya crushnya suka tmnmu
2. Takutnya temenmu tersinggung, kan kmu ngajak dia keluar knpa bawa crush
3. Ppkm anjir",takutnya crushnya suka tmnmu takutnya temenmu tersinggung kan kamu mengajak dia keluar kenapa bawa crush ppkm  ,0,1
6501,@kddoxs Mendukung program pemerintah PPKM,mendukung program pemerintah ppkm,2,2
2025,PPKM darurat sudah tepat cegah penyebaran covid. PPKM Basmi Covid https://t.co/K73QTQQ1Jk,ppkm darurat sudah tepat cegah penyebaran covid ppkm basmi covid,2,2
3464,"Aku lihat2 , Ppkm jadi rajin didapur.
Bikin sesuatu. 

Kali ini, bikin Es Gabus Rasa Mangga

😍 https://t.co/mQWZLVu2Zz",saya lihat ppkm jadi rajin didapur buat sesuatu kali ini buat es gabus rasa mangga,2,1
3024,protaper aku cepet dateng dongggg😭🤲 kalo album gk yakin si wlopun emg sama2 jkt cuma keknya agak lelet gr2 ppkm ini tuh yg sehari bisa jadi dua hari,protaper saya cepat datang dong jika album gak yakin sih wlopun memang sama jakarta cuma kayaknya agak lambat gara ppkm ini itu yang sehari bisa jadi dua hari,0,0
2128,@ramadhatia @mandaawdy1 Ppkm gbs liburan. Netplikan aja,ppkm tidak bisa liburan netplikan saja,1,0
8157,"Bahwa kemerdékaan itu ialah hak segala bangsa, maka PPKM harus dihapuskan karena tidak sesuai dengan prikeadilan dan prikemanusiaan.",bahwa kemerd kan itu ialah hak segala bangsa maka ppkm harus dihapuskan karena tidak sesuai dengan prikeadilan dan prikemanusiaan,0,0
4477,"@jokowi pak Jokowi
Terimakasih selama PPKM
Saya sudah terima BPUM dari BRI
MOGA BAPAK dan sekeluarga sehat slalu.",pak jokowi terimakasih selama ppkm saya sudah terima bpum dari bri moga bapak dan sekeluarga sehat selalu,2,2
5822,"Dukung Penuh pelaksanaan PPKM demi keselamatan bersama

Berjuang Bersama Jokowi https://t.co/Fs3xfiNltP",dukung penuh pelaksanaan ppkm demi keselamatan bersama berjuang bersama jokowi,2,2
2995,PPKM diperpanjang - insentif dicicil 😄 #pemerintah,ppkm diperpanjang insentif dicicil,0,1
1941,"Baru jaga perbatasan PPKM aja ngeluh panas-panasan sama debu-debuan. Yang lu bentak itu jaga simbol negara blok. 

Ga punya kode etik pula nanya"" KTA &amp; rampas dompet.",baru jaga perbatasan ppkm saja ngeluh panas panasan sama debu debuan yang kamu bentak itu jaga simbol negara blok tidak punya kode etik pula tanya kata amp rampas dompet,0,0
3853,@geloraco PPKM menyuruh... jauhkan masjid... piye toh...,ppkm menyuruh jauhkan masjid piye toh,0,0
2360,@sitierda Yuukk dukung PPKM Darurat,yuk dukung ppkm darurat,2,2
3100,"Kataku sekalian aja lock down dah daripada ppkm diperpanjang seperti wacana tsb
Ayo dong katanya peduli ama usaha rakyat tapi kok ppkm mau diperpanjang?
Ya udah lock down aja,bansosnya cairin semua. Penuhi kebutuhan rakyat",kataku sekalian saja lock down sudah daripada ppkm diperpanjang seperti wacana tersebut ayo dong katanya peduli sama usaha rakyat tapi kok ppkm mau diperpanjang iya sudah lock down saja bansosnya cairin semua penuhi kebutuhan rakyat,0,0
8372,"Belum nyiapin bahan, belum belajar jg. Ppkm bngke:(((",belum mempersiapkan bahan belum belajar juga ppkm bngke,0,0
2625,Sekarang saat ini masih PPKM jangan pergi2 dulu kecuali urgen banget,sekarang saat ini masih ppkm jangan pergi dulu kecuali urgen banget,2,1
6624,"@geloraco Apa fungsi di PPKM klo yg dari luar masih boleh masuk,,, dagelan..",apa fungsi di ppkm kalau yang dari luar masih boleh masuk dagelan,0,0
3060,"Cegah Covid-19 dengan vaksinasi dan disiplin prokes
PPKM Rakyat Sehat https://t.co/nvpIj55OjZ",cegah covid dengan vaksinasi dan disiplin prokes ppkm rakyat sehat,2,2
9011,"@hijikataswife Hooh,,,, kayaknya gara gara ppkm",hooh sepertinya gara gara ppkm,1,1
6300,@dhikapradi @KemnakerRI @dianu__ @Bbelleame Good luck Dik. Dari aku yg belum ikutan BPJS Ketenagakerjaan dan sedang ppkm level 4 💪,good luck dik dari saya yang belum ikutan bpjs ketenagakerjaan dan sedang ppkm level,1,1
